"Note: This is a sample of the player file and includes only 1,500 players. The full version is over 10,000.",,,,,,,,,,,,,,,,,,,,,,,,,,
player,fname,lname,pname,pos1,pos2,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,start,cteam,posd,jnum,dcp,nflid,pimg
BR-0250,Bernard,Reedy,B.Reedy,WR,,68,174,12/31/1991,4.53,16,37,120,4.07,6.84,30,9.125,0,Toledo,Mid-American (MAC),2014,TB,LWR,18,3,2550246,REE475386.png
BR-0262,Brandon,Reilly,B.Reilly,WR,,74,201,9/24/1993,4.47,18,32,120,4.18,6.77,0,0,0,Nebraska,Big Ten,2017,BUF,PS,87,4,2559235,REI444231.png
BR-0275,Blake,Renaud,B.Renaud,RB,,74,255,10/6/1992,4.91,20,33,111,4.18,7.1,0,0,0,Boise State,Mountain West (MWC),2015,INA,INA,0,0,2553680,REN037162.png
BR-0287,Bryn,Renner,B.Renner,QB,,75,228,1/22/1990,4.82,0,25.5,108,4.3,7.22,30.375,9.125,0,North Carolina,Atlantic Coast (ACC),2014,INA,INA,0,0,2550247,REN575545.png
BR-0300,Barry,Richardson,B.Richardson,OL,,79,319,5/15/1986,5.45,24,25.5,100,5.16,8,0,0,170,Clemson,Atlantic Coast (ACC),2008,INA,INA,0,0,838,RIC389622.png
BR-0350,Bobby,Richardson,B.Richardson,DL,,75,283,11/30/1992,5,24,32.5,110,4.41,7.57,0,0,0,Indiana,Big Ten,2015,INA,INA,0,0,2553820,RIC390816.png
BR-0400,Brandon,Rideau,B.Rideau,WR,,75,198,10/18/1982,4.58,13,35,127,4.28,7.01,0,0,0,Kansas,Big 12,2008,INA,INA,0,0,2506321,RID206705.png
BR-0450,Brian,Riley,B.Riley,WR,,74,174,8/22/1995,4.67,15,32.5,127,4.38,7.03,0,0,0,San Diego,,2017,INA,INA,0,0,2559458,RIL094308.png
BR-0500,Brian,Rimpf,B.Rimpf,OL,,78,318,2/11/1981,5.41,31,28,105,4.66,7.98,0,0,246,East Carolina,Conference USA (C-USA),2004,INA,INA,0,0,2506024,RIM576793.png
BR-0600,Barret,Robbins,B.Robbins,OL,,75,320,8/26/1973,0,0,0,0,0,0,0,0,49,Texas Christian,Southwest,1995,INA,INA,0,0,2502685,ROB032099.png
BR-0650,Ben,Roberts,B.Roberts,WR,,76,215,9/7/1992,4.75,8,34.5,119,4.25,7.08,0,0,0,Montana,Big Sky,2016,INA,INA,0,0,2556887,ROB109464.png
BR-0700,Bernard,Robertson,B.Robertson,OL,,75,310,6/9/1979,5.24,19,30,106,4.58,8.06,0,0,138,Tulane,Conference USA (C-USA),2002,INA,INA,0,0,2504642,ROB304695.png
BR-0800,Bryan,Robinson,B.Robinson,DL,,76,305,6/22/1974,0,0,0,0,0,0,0,0,0,Fresno State,Western Athletic,1997,INA,INA,0,0,2502697,ROB372405.png
BR-0900,Brian,Robiskie,B.Robiskie,WR,,75,209,12/3/1987,4.46,0,37.5,0,4.19,6.72,0,0,36,Ohio State,Big Ten,2009,INA,INA,0,0,80682,ROB738302.png
BR-1000,Brian,Robison,B.Robison,DL,,75,259,4/27/1983,4.67,27,40.5,121,4.26,6.89,0,0,102,Texas,Big 12,2007,MIN,LDE,96,2,2495723,ROB744810.png
BR-1050,Bradley,Roby,B.Roby,DB,,71,194,5/1/1992,4.34,17,38.5,124,4.04,6.74,31.5,10.25,31,Ohio State,Big Ten,2014,DEN,LCB,29,2,2543505,ROB805749.png
BR-1100,Ben,Roethlisberger,B.Roethlisberger,QB,K,77,241,3/2/1982,4.75,0,0,0,0,0,32,9.875,11,Miami (OH),Mid-American (MAC),2004,PIT,QB,7,1,2506109,ROE750381.png
BR-1200,Brian,Rolle,B.Rolle,LB,,70,229,11/20/1988,4.53,28,33,115,4.26,6.89,31,10.375,193,Ohio State,Big Ten,2011,INA,INA,0,0,2495334,ROL407288.png
BR-1300,Bill,Romanowski,B.Romanowski,LB,,76,245,4/2/1966,0,0,0,0,0,0,0,0,80,Boston College,FBS Independents,1988,INA,INA,0,0,2502733,ROM323001.png
BR-1400,Brett,Romberg,B.Romberg,OL,,75,293,10/10/1979,5.2,27,27.5,99,4.65,8.16,0,0,0,Miami (FL),Atlantic Coast (ACC),2006,INA,INA,0,0,2505258,ROM401787.png
BR-1450,Brandian,Ross,B.Ross,DB,,72,191,9/28/1989,4.53,0,37,120,0,0,0,0,0,Youngstown State,Missouri Valley,2011,INA,INA,0,0,2530859,ROS552165.png
BR-1475,Brandon,Ross,B.Ross,RB,,70,206,11/9/1992,4.44,10,37.5,118,4.27,6.75,0,0,0,Maryland,Big Ten,2016,INA,INA,0,0,2556671,ROS555352.png
BR-1500,Brian,Russell,B.Russell,DB,,74,204,2/5/1978,0,0,0,0,0,0,0,0,0,San Diego State,Mountain West (MWC),2002,INA,INA,0,0,2504512,RUS390427.png
BR-1600,Barrett,Ruud,B.Ruud,LB,,74,241,5/20/1983,4.75,25,34.5,112,4,7.22,0,0,36,Nebraska,Big 12,2005,INA,INA,0,0,2506375,RUU402541.png
BS-0100,Brandon,Saine,B.Saine,RB,,71,220,12/14/1988,4.4,22,34.5,113,4.25,6.98,0,0,0,Ohio State,Big Ten,2011,INA,INA,0,0,2495222,SAI623356.png
BS-0200,Blaine,Saipaia,B.Saipaia,OL,,75,310,8/25/1978,5.35,0,0,0,0,0,0,0,0,Colorado State,Mountain West (MWC),2004,INA,INA,0,0,2504333,SAI654881.png
BS-0300,B.J.,Sams,B.Sams,DB,RB,70,185,10/29/1980,0,0,0,0,0,0,0,0,0,McNeese State,Southland,2004,INA,INA,0,0,2505798,SAM562269.png
BS-0400,B.J.,Sander,B.Sander,K,,75,212,7/29/1980,4.84,0,0,0,0,0,0,0,87,Ohio State,Big Ten,2005,INA,INA,0,0,2506046,SAN181127.png
BS-0450,B.T.,Sanders,B.Sanders,DB,,71,197,6/29/1995,4.56,0,0,0,0,0,0,0,0,Nicholls State,Southland,2017,INA,INA,0,0,2559291,SAN204478.png
BS-0500,Bob,Sanders,B.Sanders,DB,,68,200,2/24/1981,4.35,15,41.5,128,3.95,6.7,0,0,44,Iowa,Big Ten,2004,INA,INA,0,0,2506123,SAN287153.png
BS-0550,Beau,Sandland,B.Sandland,TE,,76,253,2/23/1993,4.67,23,35,124,4.33,7.1,34.25,10.125,252,Montana State,Big Sky,2016,INA,INA,0,0,2555487,SAN584247.png
BS-0600,Brian,Sanford,B.Sanford,DL,,74,280,9/12/1987,5.06,29,26,107,4.65,7.7,0,0,0,Temple,Mid-American (MAC),2011,INA,INA,0,0,2508034,SAN649409.png
BS-0650,Bishop,Sankey,B.Sankey,RB,,69,209,9/15/1992,4.49,26,35.5,126,4,6.75,31,10,54,Washington,Pacific 12,2014,MIN,RES,42,2,2543682,SAN746476.png
BS-0700,Benny,Sapp,B.Sapp,DB,LB,69,190,1/20/1981,4.6,0,0,0,0,0,0,0,0,Iowa,Big Ten,2004,INA,INA,0,0,2505750,SAP584685.png
BS-0750,Bud,Sasser,B.Sasser,WR,,75,219,5/29/1992,4.53,18,34.5,120,4.38,6.88,33,10.125,201,Missouri,Southeastern (SEC),2015,INA,INA,0,0,2553352,SAS599648.png
BS-0800,Bo,Scaife,B.Scaife,TE,,75,249,1/6/1981,4.75,24,32.5,114,4.14,7.21,0,0,179,Texas,Big 12,2005,INA,INA,0,0,2506514,SCA066535.png
BS-0850,Brennan,Scarlett,B.Scarlett,LB,,76,264,7/31/1993,4.76,25,31.5,115,4.64,7.28,0,0,0,Stanford,Pacific 12,2016,HOU,OLB,57,2,2556673,SCA657962.png
BS-0900,Brian,Schaefering,B.Schaefering,DL,,76,286,8/20/1983,0,0,0,0,0,0,0,0,0,Lindenwood,,2009,INA,INA,0,0,2507437,SCH032499.png
BS-0950,Brandon,Scherff,B.Scherff,OL,,77,319,12/26/1991,5,23,32.5,107,4.57,7.18,0,0,5,Iowa,Big Ten,2015,WAS,RG,75,1,2552032,SCH135412.png
BS-1000,Bo,Schobel,B.Schobel,DL,,77,268,3/24/1981,4.8,25,32.5,109,4.38,6.94,0,0,103,Texas Christian,Conference USA (C-USA),2004,INA,INA,0,0,2506051,SCH425195.png
BS-1100,Bill,Schroeder,B.Schroeder,WR,,75,200,1/9/1971,0,0,0,0,0,0,0,0,181,Wisconsin-La Crosse,,1997,INA,INA,0,0,2502858,SCH523595.png
BS-1120,Brice,Schwab,B.Schwab,OL,,79,302,10/4/1989,5.4,29,26,94,4.92,7.94,0,0,0,Arizona State,Pacific 12,2013,INA,INA,0,0,2541743,SCH724005.png
BS-1150,Brian,Schwenke,B.Schwenke,OL,,75,314,3/22/1991,4.94,31,26.5,108,4.74,7.31,32,10.25,107,California,Pacific 12,2013,TEN,RG,62,2,2540216,SCH825127.png
BS-1200,Brad,Scioli,B.Scioli,DL,,75,280,9/6/1976,4.92,23,33.5,108,4.27,7.37,0,0,138,Penn State,Big Ten,1999,INA,INA,0,0,2502866,SCI566807.png
BS-1300,Bart,Scott,B.Scott,LB,,74,242,8/18/1980,0,0,0,0,0,0,0,0,0,Southern Illinois,Missouri Valley,2002,INA,INA,0,0,2504912,SCO100498.png
BS-1400,Bernard,Scott,B.Scott,RB,,70,200,2/10/1984,4.44,21,36,125,4.08,6.82,0,0,209,Abilene Christian,,2009,INA,INA,0,0,81869,SCO000000.png
BS-1500,Bryan,Scott,B.Scott,DB,LB,73,219,4/13/1981,4.6,13,0,0,0,0,0,0,55,Penn State,Big Ten,2003,INA,INA,0,0,2505467,SCO103424.png
BS-1550,Brad,Seaton,B.Seaton,OL,,79,310,11/23/1993,5.37,24,26,105,5,7.84,0,0,236,Villanova,Colonial Athletic (CAA),2017,TEN,PS,73,5,2558772,SEA688174.png
BS-1600,Bobby,Setzer,B.Setzer,DL,,76,280,6/16/1976,4.85,0,0,0,0,0,0,0,0,Boise State,Big West,2001,INA,INA,0,0,2503893,SET795602.png
BS-1700,Bobby,Shaw,B.Shaw,WR,,73,185,4/23/1975,0,0,0,0,0,0,0,0,169,California,Pacific 10,1999,INA,INA,0,0,2502911,SHA529762.png
BS-1725,Brady,Sheldon,B.Sheldon,LB,,77,218,2/23/1993,4.52,15,37,125,4.24,7.07,0,0,0,Ferris State,,2017,INA,INA,0,0,0,null.png
BS-1750,Brandon,Shell,B.Shell,OL,,77,324,2/6/1992,5.19,22,30.5,112,4.62,7.62,34.75,10.75,158,South Carolina,Southeastern (SEC),2016,NYJ,RT,72,1,2555193,SHE288626.png
BS-1775,Brandon,Shippen,B.Shippen,WR,,71,189,5/17/1994,4.55,17,31.5,117,4.2,6.76,0,0,0,Temple,American Athletic,2016,INA,INA,0,0,2556680,SHI503539.png
BS-1800,Brandon,Short,B.Short,LB,,75,253,7/11/1977,4.72,0,0,0,0,0,0,0,105,Penn State,Big Ten,2000,INA,INA,0,0,2504280,SHO587859.png
BS-1900,Brandon,Siler,B.Siler,LB,,74,239,12/5/1985,4.62,23,30.5,116,4.39,7.34,0,0,240,Florida,Southeastern (SEC),2007,INA,INA,0,0,2507254,SIL247433.png
BS-2000,Brian,Simmons,B.Simmons,LB,,75,244,6/21/1975,0,0,0,0,0,0,0,0,17,North Carolina,Atlantic Coast (ACC),1998,INA,INA,0,0,2502952,SIM110772.png
BS-2100,Barry,Sims,B.Sims,OL,,77,300,12/1/1974,0,0,0,0,0,0,0,0,0,Utah State,Big West,1999,INA,INA,0,0,2503888,SIM652558.png
BS-2150,Blake,Sims,B.Sims,QB,,72,208,1/3/1992,4.43,0,30.5,117,0,7.15,0,0,0,Alabama,Southeastern (SEC),2016,INA,INA,0,0,2557730,SIM662445.png
BS-2200,Bobby,Sippio,B.Sippio,WR,,75,214,12/4/1980,4.69,12,37,123,4.2,6.78,0,0,0,Western Kentucky,Missouri Valley,2007,INA,INA,0,0,2505896,SIP622937.png
BS-2300,Buster,Skrine,B.Skrine,DB,,69,185,4/26/1989,4.37,20,37,122,3.9,6.44,30.25,8.875,137,Chattanooga,Southern,2011,NYJ,LCB,41,1,2495343,SKR296636.png
BS-2350,Brad,Smelley,B.Smelley,RB,TE,74,235,5/20/1989,4.79,13,30,112,4.44,7.15,0,0,247,Alabama,Southeastern (SEC),2012,INA,INA,0,0,2534232,SME373761.png
BS-2400,Brad,Smith,B.Smith,WR,QB,74,212,12/12/1983,4.46,0,39.5,128,4.33,7.01,0,0,103,Missouri,Big 12,2006,INA,INA,0,0,2506916,SMI080910.png
BS-2500,Brady,Smith,B.Smith,DL,,77,274,6/5/1973,0,0,0,0,0,0,0,0,70,Colorado State,Western Athletic,1996,INA,INA,0,0,2503001,SMI082360.png
BS-2550,Brandon,Smith,B.Smith,DB,,73,205,2/23/1987,4.39,19,40,123,4.01,6.71,0,0,0,Arizona State,Pacific 10,2011,INA,INA,0,0,2531061,SMI082523.png
BS-2600,Brent,Smith,B.Smith,OL,,77,305,11/21/1973,0,0,0,0,0,0,0,0,96,Mississippi State,Southeastern (SEC),1998,INA,INA,0,0,2503002,SMI281880.png
BS-2700,Brian,Smith,B.Smith,LB,,75,240,1/8/1989,4.77,15,30.5,113,4.31,7.18,0,0,0,Notre Dame,FBS Independents,2011,INA,INA,0,0,2531062,SMI082550.png
BS-2800,Bruce,Smith,B.Smith,DL,,76,262,6/18/1963,0,0,0,0,0,0,0,0,1,Virginia Tech,FBS Independents,1985,INA,INA,0,0,2503004,SMI088160.png
BS-2900,Bryan,Smith,B.Smith,DL,LB,74,231,11/29/1983,4.74,17,36.5,120,4.31,7.2,0,0,80,McNeese State,Southland,2009,INA,INA,0,0,2710,SMI095120.png
BS-3000,Ben,Sobieski,B.Sobieski,OL,,77,315,5/3/1979,5,18,30,109,4.49,7.7,0,0,151,Iowa,Big Ten,2003,INA,INA,0,0,2505456,SOB173037.png
BS-3020,Brad,Sorensen,B.Sorensen,QB,,76,229,3/13/1988,4.93,0,29,112,4.55,7.17,32.25,9.25,221,Southern Utah,Big Sky,2013,INA,INA,0,0,2539312,SOR181019.png
BS-3050,Bradley,Sowell,B.Sowell,OL,,79,320,6/6/1989,5.22,21,29,102,4.65,7.43,0,0,0,Mississippi,Southeastern (SEC),2012,CHI,LT,79,2,2535866,SOW244611.png
BS-3100,Blake,Spence,B.Spence,TE,,76,249,6/20/1975,0,0,0,0,0,0,0,0,146,Oregon,Pacific 10,1998,INA,INA,0,0,2503079,SPE422094.png
BS-3200,Brandon,Spikes,B.Spikes,LB,,75,250,9/3/1987,5.05,0,29,111,0,6.97,33.375,10,62,Florida,Southeastern (SEC),2010,INA,INA,0,0,496953,SPI225805.png
BS-3300,Brandon,Spoon,B.Spoon,LB,,74,242,7/5/1978,4.75,33,35.5,110,4.15,7.3,0,0,110,North Carolina,Atlantic Coast (ACC),2001,INA,INA,0,0,2504581,SPO447236.png
BS-3400,Brad,St.Louis,B.St.Louis,TE,,75,247,8/19/1976,4.87,0,0,0,0,0,0,0,210,South West Missouri State,,2000,INA,INA,0,0,2504291,STL474619.png
BS-3500,Brian,St.Pierre,B.St.Pierre,QB,,75,230,11/28/1979,4.82,0,30,106,0,0,0,0,163,Boston College,Big East,2004,INA,INA,0,0,2505604,STP296636.png
BS-3600,Brian,Stablein,B.Stablein,WR,,73,193,4/14/1970,0,0,0,0,0,0,0,0,210,Ohio State,Big Ten,1995,INA,INA,0,0,2503096,STA006807.png
BS-3700,Brenden,Stai,B.Stai,OL,,76,312,3/30/1972,0,0,0,0,0,0,0,0,91,Nebraska,Big Eight,1995,INA,INA,0,0,2503098,STA194028.png
BS-3800,Ben,Steele,B.Steele,TE,,77,250,5/27/1978,4.8,18,33,0,0,0,0,0,0,Fort Lewis,,2004,INA,INA,0,0,2504389,STE025954.png
BS-3850,Brandon,Stewart,B.Stewart,DB,,72,178,,4.6,0,33.5,119,4.33,7.09,0,0,0,Kansas,Big 12,2017,INA,INA,0,0,2559257,STE743244.png
BS-3900,Byron,Stingily,B.Stingily,OL,,77,313,9/9/1988,4.96,25,27.5,110,4.48,7.6,0,0,175,Louisville,Big East,2011,INA,INA,0,0,2499254,STI568656.png
BS-3950,Boston,Stiverson,B.Stiverson,OL,,76,302,10/8/1992,5.26,26,21.5,92,4.66,7.51,0,0,0,Kansas State,Big 12,2016,INA,INA,0,0,2556689,STI810024.png
BS-4000,Barry,Stokes,B.Stokes,OL,,76,310,12/20/1973,0,0,0,0,0,0,0,0,0,Eastern Michigan,Mid-American (MAC),1998,INA,INA,0,0,2503154,STO211875.png
BS-4100,Brandon,Stokley,B.Stokley,WR,,71,192,6/23/1976,4.49,0,35.5,118,4.01,7.04,0,0,105,Louisiana-Lafayette,FBS Independents,1999,INA,INA,0,0,2503158,STO309337.png
BS-4200,Bryan,Stoltenberg,B.Stoltenberg,OL,,73,300,8/25/1972,0,0,0,0,0,0,0,0,192,Colorado,Big Eight,1996,INA,INA,0,0,2503159,STO347475.png
BS-4300,Byron,Storer,B.Storer,RB,,73,219,5/1/1984,4.76,0,0,0,0,0,0,0,0,California,Pacific 10,2007,INA,INA,0,0,2507061,STO523331.png
BS-4350,Bryan,Stork,B.Stork,OL,,76,315,11/15/1990,5.45,21,26,97,5.02,7.9,32.25,10.125,105,Florida State,Atlantic Coast (ACC),2014,INA,INA,0,0,2543584,STO531806.png
BS-4400,Billy,Strother,B.Strother,LB,,72,230,1/8/1982,4.68,0,33,112,4.15,7.41,0,0,0,New Mexico,Mountain West (MWC),2004,INA,INA,0,0,2505714,STR693292.png
BS-4500,Boone,Stutz,B.Stutz,TE,,78,251,11/4/1982,0,0,0,0,0,0,0,0,0,Texas A&M,Big 12,2006,INA,INA,0,0,2506744,STU804208.png
BS-4550,Brian,Suite,B.Suite,DB,,75,205,4/21/1992,4.51,14,37.5,122,4.23,6.65,0,0,0,Utah State,Mountain West (MWC),2015,INA,INA,0,0,2553604,SUI622937.png
BS-4600,Brett,Swain,B.Swain,WR,,73,200,6/21/1985,4.63,0,0,0,0,0,0,0,217,San Diego State,Mountain West (MWC),2009,INA,INA,0,0,2507496,SWA061524.png
BS-4700,Bill,Swancutt,B.Swancutt,DL,,76,264,9/4/1982,5,23,34,113,4.24,7.36,0,0,184,Oregon State,Pacific 10,2005,INA,INA,0,0,2506519,SWA236589.png
BS-4800,Bradley,Sylve,B.Sylve,DB,,71,180,1/29/1993,4.44,0,0,0,0,0,0,0,0,Alabama,Southeastern (SEC),2017,NO,PS,0,5,2558807,SYL396166.png
BT-0100,Barron,Tanner,B.Tanner,DL,,75,360,9/14/1973,0,0,0,0,0,0,0,0,149,Oklahoma,Big 12,1997,INA,INA,0,0,2503238,TAN404038.png
BT-0200,Ben,Tate,B.Tate,RB,,71,220,8/21/1988,4.34,26,40.5,124,4.12,6.91,31.25,9,0,Auburn,Southeastern (SEC),2010,INA,INA,0,0,497208,TAT137889.png
BT-0300,Brandon,Tate,B.Tate,WR,,73,195,10/5/1987,4.52,0,0,0,0,0,30.75,0,83,North Carolina,Atlantic Coast (ACC),2009,BUF,LWR,15,2,81306,TAT140853.png
BT-0400,Ben,Taylor,B.Taylor,LB,,74,245,8/31/1978,4.83,19,35.5,120,4.19,6.56,0,0,111,Virginia Tech,Big East,2002,INA,INA,0,0,2505104,TAY021187.png
BT-0500,Bobby,Taylor,B.Taylor,DB,,75,216,12/28/1973,0,0,0,0,0,0,0,0,50,Notre Dame,FBS Independents,1995,INA,INA,0,0,2503252,TAY650100.png
BT-0550,Brandon,Taylor,B.Taylor,DB,,71,205,1/29/1990,4.52,16,33.5,118,4.37,7.32,31.25,9.5,73,LSU,Southeastern (SEC),2012,INA,INA,0,0,2532958,TAY031781.png
BT-0575,Brandon,Thomas,B.Thomas,OL,,75,317,2/18/1991,5.06,35,29,99,4.75,7.83,34.75,10.5,100,Clemson,Atlantic Coast (ACC),2014,INA,INA,0,0,2543702,THO043949.png
BT-0600,Bryan,Thomas,B.Thomas,DL,LB,76,250,6/7/1979,4.47,33,34.5,0,0,0,0,0,22,Alabama-Birmingham,Conference USA (C-USA),2002,INA,INA,0,0,2504976,THO054183.png
BT-0650,Brandon,Thompson,B.Thompson,DL,,74,314,10/19/1989,5.2,35,31,100,4.71,7.97,33.5,10,93,Clemson,Atlantic Coast (ACC),2012,INA,INA,0,0,2532959,THO492537.png
BT-0700,Brandyn,Thompson,B.Thompson,DB,,69,189,10/30/1989,4.5,13,33.5,114,4.12,6.66,29.75,9,213,Boise State,Western Athletic,2011,INA,INA,0,0,2495354,THO494053.png
BT-0800,Bruce,Thornton,B.Thornton,DB,,71,195,1/31/1980,4.5,0,37.5,122,0,0,0,0,121,Georgia,Southeastern (SEC),2004,INA,INA,0,0,2506057,THO761791.png
BT-0900,Byron,Thweatt,B.Thweatt,LB,,74,233,3/21/1977,4.73,0,0,0,0,0,0,0,0,Virginia,Atlantic Coast (ACC),2001,INA,INA,0,0,2504416,THW177981.png
BT-0950,Brynden,Trawick,B.Trawick,DB,,74,215,10/23/1989,4.65,14,36.5,126,4.39,6.76,0,0,0,Troy,Sun Belt,2013,TEN,FS,41,3,2541756,TRA546413.png
BT-0975,Bryce,Treggs,B.Treggs,WR,,71,185,4/30/1994,4.39,16,34,122,4.19,7,0,0,0,California,Pacific 12,2016,PHI,PS,16,2,2556697,TRE674214.png
BT-1000,Ben,Troupe,B.Troupe,TE,,76,262,9/1/1982,4.7,17,38.5,124,4.22,7.08,0,0,40,Florida,Southeastern (SEC),2004,INA,INA,0,0,2506103,TRO531860.png
BT-1100,B.J.,Tucker,B.Tucker,DB,,71,188,10/12/1980,4.34,16,35,123,4.2,7.25,0,0,178,Wisconsin,Big Ten,2005,INA,INA,0,0,2505607,TUC075412.png
BT-1200,Barry,Turner,B.Turner,DL,,75,265,1/7/1987,4.8,19,27.5,111,0,0,0,0,0,Nebraska,Big 12,2010,INA,INA,0,0,2507914,TUR158810.png
BT-1250,Billy,Turner,B.Turner,OL,,77,315,10/17/1991,5.14,25,28,108,4.71,7.92,34,10,67,North Dakota State,Missouri Valley,2014,DEN,RG,77,2,2543740,TUR164810.png
BT-1300,Brian,Tyms,B.Tyms,WR,,75,210,2/21/1989,4.5,19,39.5,130,4.14,6.86,32.66666667,0,0,Florida A&M,Mid-Eastern Athletic (MEAC),2012,INA,INA,0,0,2535522,TYM593274.png
BU-0100,Brandon,Underwood,B.Underwood,DB,,73,191,6/24/1986,4.5,16,36.5,125,4.2,7,0,0,187,Cincinnati,Big East,2009,INA,INA,0,0,71489,UND181395.png
BU-0150,Brent,Urban,B.Urban,DL,,79,295,5/5/1991,4.98,0,0,0,0,0,34.25,9.75,134,Virginia,Atlantic Coast (ACC),2014,BAL,DE,96,1,2543765,URB226521.png
BU-0200,Brian,Urlacher,B.Urlacher,LB,,76,258,5/25/1978,4.59,27,34,122,4.18,6.94,0,0,9,New Mexico,Mountain West (MWC),2000,INA,INA,0,0,2504098,URL059326.png
BU-0300,Ben,Utecht,B.Utecht,TE,RB,78,251,6/30/1981,4.8,0,0,0,0,0,0,0,0,Minnesota,Big Ten,2005,INA,INA,0,0,2505837,UTE118654.png
BV-0100,Bradlee,Van Pelt,B.Van Pelt,QB,,74,220,7/3/1980,4.98,0,33.5,115,4.15,6.91,0,0,250,Colorado State,Mountain West (MWC),2005,INA,INA,0,0,505971,null.png
BV-0125,Brett,Van Sloten,B.Van Sloten,OL,,78,300,11/2/1990,5.24,22,26.5,104,4.78,7.59,0,0,0,Iowa,Big Ten,2014,INA,INA,0,0,550266,null.png
BV-0137,Bobby,Vardaro,B.Vardaro,OL,,77,306,11/26/1991,5.32,34,28,104,4.59,7.43,0,0,0,Boston College,Atlantic Coast (ACC),2015,INA,INA,0,0,2553686,VAR235674.png
BV-0150,Brock,Vereen,B.Vereen,DB,,72,199,8/17/1992,4.45,25,34,117,4.07,6.9,30,8.25,131,Minnesota,Big Ten,2014,INA,INA,0,0,2543820,VER271236.png
BV-0162,Brandon,Vitabile,B.Vitabile,OL,,74,304,12/14/1991,5.1,0,26.5,101,4.56,7.78,0,0,0,Northwestern,Big Ten,2015,INA,INA,0,0,2553481,VIT263361.png
BV-0175,Brian,Vogler,B.Vogler,TE,,78,263,3/7/1992,4.85,17,29.5,114,4.62,7.72,0,0,0,Alabama,Southeastern (SEC),2015,INA,INA,0,0,2553613,VOG669650.png
BV-0200,Billy,Volek,B.Volek,QB,,74,214,4/28/1976,5.03,0,0,0,0,0,0,0,0,Fresno State,Western Athletic,2001,INA,INA,0,0,2503939,VOL083057.png
BW-0100,Bobby,Wade,B.Wade,WR,TE,70,193,2/26/1981,4.66,0,34.5,115,4.11,7.01,0,0,139,Arizona,Pacific 10,2003,INA,INA,0,0,2505646,WAD319482.png
BW-0150,Bobby,Wagner,B.Wagner,LB,,72,241,6/27/1990,4.46,24,39.5,132,4.28,7.1,0,0,47,Utah State,Western Athletic,2012,SEA,MLB,54,1,2532966,WAG236381.png
BW-0200,Bracy,Walker,B.Walker,DB,,72,202,10/28/1970,0,0,0,0,0,0,0,0,0,North Carolina,Atlantic Coast (ACC),1994,INA,INA,0,0,2503498,WAL081856.png
BW-0300,Brian,Walker,B.Walker,DB,,73,205,5/31/1972,0,0,0,0,0,0,0,0,0,Washington State,Pacific 10,1996,INA,INA,0,0,2503499,WAL082654.png
BW-0350,Blair,Walsh,B.Walsh,K,,69,192,1/8/1990,4.96,0,0,0,0,0,0,0,175,Georgia,Southeastern (SEC),2012,SEA,PK,7,1,2532968,WAL585473.png
BW-0400,Bryan,Walters,B.Walters,WR,,72,190,11/4/1987,0,0,0,0,0,0,0,0,0,Cornell,Ivy League,2010,INA,INA,0,0,2528181,WAL666831.png
BW-0500,B.J.,Ward,B.Ward,DB,,75,208,11/4/1981,4.48,0,0,133,0,0,0,0,0,Florida State,Atlantic Coast (ACC),2005,INA,INA,0,0,2506598,WAR063446.png
BW-0550,Brandon,Washington,B.Washington,OL,,75,320,8/13/1988,5.14,28,25,101,4.87,8.22,33,9.75,200,Miami (FL),Atlantic Coast (ACC),2012,INA,INA,0,0,2533044,WAS057141.png
BW-0600,Brian,Waters,B.Waters,OL,,75,318,2/18/1977,5,26,32,114,4.63,7.52,0,0,0,North Texas,Big West,2000,INA,INA,0,0,2503872,WAT054642.png
BW-0700,Benjamin,Watson,B.Watson,TE,WR,75,255,12/18/1980,4.57,34,35.5,123,4.15,7.39,33,10,32,Georgia,Southeastern (SEC),2004,BAL,TE,82,2,2506122,WAT311042.png
BW-0717,Brad,Watson,B.Watson,DB,,72,194,8/20/1995,4.65,11,33.5,132,4.25,7.26,0,0,0,Wake Forest,Atlantic Coast (ACC),2017,INA,INA,0,0,2559279,WAT311934.png
BW-0735,Brandon,Watts,B.Watts,LB,,74,235,1/21/1991,4.42,16,37.5,122,4.21,6.89,33.5,9,223,Georgia Tech,Atlantic Coast (ACC),2014,INA,INA,0,0,2549919,WAT686542.png
BW-0770,B.W.,Webb,B.Webb,DB,,70,184,5/3/1990,4.46,14,40.5,132,3.84,6.82,30.25,9.375,114,William & Mary,Colonial Athletic (CAA),2013,INA,INA,0,0,2539338,WEB094382.png
BW-0850,Brandon,Weeden,B.Weeden,QB,,75,220,10/14/1983,4.89,0,32,102,4.45,7.36,31.75,9.625,22,Oklahoma State,Big 12,2012,INA,INA,0,0,2532970,WEE221487.png
BW-0885,Brandon,Wegher,B.Wegher,RB,,70,201,12/9/1990,4.51,23,37,118,4.43,7.18,29.75,9.375,0,Morningside,,2015,INA,INA,0,0,2553618,WEG651250.png
BW-0920,Bjoern,Werner,B.Werner,DL,LB,75,266,8/30/1990,4.83,25,31,111,4.4,7.3,33.25,9.625,24,Florida State,Atlantic Coast (ACC),2013,INA,INA,0,0,2540141,WER300216.png
